시군명,시설구분명,시장명,전화번호,소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
수원시,대규모점포,세파월드,,16491,경기도 수원시 팔달구 권광로 138 (인계동),경기도 수원시팔달구 인계동 1131호,37.2598881313,127.0316253226
용인시,대규모점포,용인농협파머스마켓,,449925,경기도 용인시 처인구 금령로55번길 3 (김량장동),경기도 용인시 처인구 김량장동 254번지 413호,37.2352425,127.2020187
고양시,대규모점포,홈플러스(주) 익스프레스 고양토당점,,412-818,경기도 고양시 덕양구 지도로35번길 12-3 (토당동),경기도 고양시 덕양구 토당동 387번지 1호,37.6207518696,126.8237246006
성남시,대규모점포,현대프라자시장,,13600,경기도 성남시 분당구 돌마로 364 (수내동),경기도 성남시분당구 수내동 79번지 2   호   ,37.3698982,127.1235978
안산시,대규모점포,네스앙스,,15461,경기도 안산시 단원구 광덕대로 203 (고잔동),경기도 안산시단원구 고잔동 703-4호,37.3147262,126.8293014
고양시,대규모점포,웨스턴돔,,10403,경기도 고양시 일산동구 정발산로 24 (장항동),경기도 고양시일산동구 장항동 867호,37.6557984,126.7719280
용인시,대규모점포,애경자산관리(주)AK기흥,,17065,"경기도 용인시 기흥구 기흥역로 63(구갈동, 힐스테이트 기흥)",경기도 용인시 기흥구 구갈동 234-3,37.2753320059,127.1177629244
구리시,대규모점포,롯데쇼핑(주) 구리점,,471010,경기도 구리시 경춘로 261 (인창동),경기도 구리시 인창동 677번지  롯데스퀘어(주)구리점,37.6027017,127.1439490
수원시,대규모점포,영동유통상가,,16426,경기도 수원시 권선구 수성로 18 (구운동),경기도 수원시권선구 구운동 463호   ,37.2808468090,126.9760180370
용인시,대규모점포,신세계이마트 수지점,,16845,경기도 용인시 수지구 수지로 203 (신봉동),경기도 용인시수지구 신봉동 909호   ,37.3197368,127.0832981
성남시,대규모점포,테마폴리스지하1층점,,13497,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시분당구 야탑동 341호,37.4130257,127.1272138
성남시,대규모점포,한국까르푸분당점,,13636,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시분당구 구미동 159호   ,37.3399823,127.1069049
광명시,대규모점포,(주)나산백화점,,14237,경기도 광명시 철산로 4 (철산동),경기도 광명시 철산동 261호   ,37.4751822,126.8670629
성남시,대규모점포,(주)이마트에브리데이 이매동점,,463-905,"경기도 성남시 분당구 양현로94번길 29, 이매동 이매촌상가동비01호 (이매동)",경기도 성남시 분당구 이매동 123번지 이매촌아파트 상가동 비01호,37.3915495879,127.1267874535
안양시,대규모점포,안양월드,,14005,경기도 안양시 만안구 안양로329번길 108 (안양동),경기도 안양시만안구 안양동 900번지 10 호,37.4012178,126.9130951
평택시,대규모점포,AK PLAZA 평택점,,450-827,경기도 평택시 평택로 51 (평택동),경기도 평택시 평택동 185번지 568호,36.9919006082,127.0832927297
고양시,대규모점포,홈플러스(주) 익스프레스 후곡점,,411-827,"경기도 고양시 일산서구 일산로 530, 1층 4호 (일산동)",경기도 고양시 일산서구 일산3동 1080번지 모아프라자  104호,37.6774980239,126.7690945560
수원시,대규모점포,수원종합공구단지,,441-813,경기도 수원시 권선구 권선로 308-18 (고색동),경기도 수원시 권선구 고색동 986번지,37.2540713690,126.9853600411
하남시,대규모점포,이마트 하남점,,465-010,경기도 하남시 덕풍서로 70 (덕풍동),경기도 하남시 덕풍동 736번지,37.5527737515,127.2053480453
고양시,대규모점포,코스트코 홀세일 일산점,,410360,경기도 고양시 일산동구 장백로 25 (백석동),경기도 고양시일산동구 백석동 1312번지,37.6407745,126.7885164
의정부시,대규모점포,(주)신세계 의정부점,,480-852,경기도 의정부시 평화로 525 (의정부동),경기도 의정부시 의정부2동 168번지 54호 외 7필지,37.7379343921,127.0458357050
성남시,대규모점포,홈플러스(주) 익스프레스 분당정자점,,463-010,"경기도 성남시 분당구 내정로 58 (정자동,스포라이프 스포츠센터 101~105)",경기도 성남시 분당구 정자동 117번지 1호  스포라이프 스포츠센터 101~105,37.3653635126,127.1152287526
양평군,대규모점포,(주)메가마트 양평점,,476-801,경기도 양평군 양평읍 남북로 79-1,경기도 양평군 양평읍 공흥리 441번지 1호,37.4899648330,127.5013348437
수원시,대규모점포,롯데쇼핑(주)롯데몰 광교점,,16508,"경기도 수원시 영통구 도청로 10 (이의동, 광교센트럴푸르지오시티)",경기도 수원시 영통구 이의동 1338번지,37.2865820892,127.0559743208
안양시,대규모점포,(주)뉴코아 평촌지점,,14072,경기도 안양시 동안구 시민대로 182 (호계동),경기도 안양시동안구 호계동 1040번지 1호,37.3907530,126.9515355
부천시,대규모점포,지지아나,,14637,경기도 부천시 원미구 부천로 7 (심곡동),경기도 부천시 원미구심곡동 174번지 1   호,37.4850706031,126.7821034308
이천시,대규모점포,(주)이마트 이천점,,17348,경기도 이천시 이섭대천로 1440-50 (증포동),경기도 이천시 증포동 47번지 4호,37.2940716,127.4588801
광명시,대규모점포,홈플러스 익스프레스 광명점,,14282,경기도 광명시 도덕로 28 (광명동),경기도 광명시 광명동 738번지,37.4681094300,126.8510663876
의정부시,대규모점포,(주)엔터,,11651,경기도 의정부시 시민로 80 (의정부동),경기도 의정부시 의정부동 494호,37.7379600,127.0435420
고양시,대규모점포,일산 벨라씨타(Bella Citta),,10450,"경기도 고양시 일산동구 강송로 33 (백석동, 일산요진와이시티)",경기도 고양시 일산동구 백석동 1237번지,37.6423587337,126.7926815021
성남시,대규모점포,단대마트시장,,13180,,경기도 성남시중원구 금광동 10호   ,37.4445515,127.1580144
수원시,대규모점포,홈플러스(주) 영통점,,16704,경기도 수원시 영통구 봉영로 1576 (영통동),경기도 수원시영통구 영통동 994번지 2호,37.2518134073,127.0726078415
성남시,대규모점포,더샵 스타파크 쇼핑몰,,13560,"경기도 성남시 분당구 정자일로 121 (정자동, 더샵스타파크)",경기도 성남시 분당구 정자동 174번지 1호 더샵스타파크,37.3608964,127.1051051
하남시,대규모점포,스타필드 하남,,12942,"경기도 하남시 미사대로 750 (신장동, 스타필드하남)",경기도 하남시 신장동 616번지 지역현안사업2지구 내 물류유통시설용지,37.5453764,127.2235596
의정부시,대규모점포,의정부역지하상가,,11696,"경기도 의정부시 시민로 지하 100 (의정부동, 의정부지하상가)",경기도 의정부시 의정부동 495번지,37.7388956655,127.0473620357
부천시,대규모점포,홈플러스 스토어즈(주)중동점,,420-020,경기도 부천시 원미구 길주로 297 (중동),경기도 부천시 원미구 중동 1059번지,37.5041192287,126.7752345673
이천시,대규모점포,서전타운,,17332,,경기도 이천시 부발읍 아미리 1006-3호   ,,
광명시,대규모점포,메르존,,14305,경기도 광명시 하안로287번길 8 (하안동),경기도 광명시 하안동 38호   ,37.4611311,126.8793747
성남시,대규모점포,홈플러스(주) 익스프레스 수내점,,463-020,"경기도 성남시 분당구 내정로173번길 11, B01호 (수내동,양지마을상가)",경기도 성남시 분당구 수내동 29번지 양지마을상가  B01호,37.3749106148,127.1184667209
고양시,대규모점포,고양 일산 호수공원 가로수길,,10392,경기도 고양시 일산서구 주엽로 80 (대화동),경기도 고양시 일산서구 대화동 1050번지 185호,37.6659389,126.7564031
고양시,대규모점포,홈플러스(주) 익스프레스 고양덕이점,,411809,경기도 고양시 일산서구 하이파크3로78번길 1 (덕이동),경기도 고양시 일산서구 덕이동 1541번지,37.6986011900,126.7532449478
동두천시,대규모점포,롯데쇼핑(주) 롯데마트 동두천점,,483010,경기도 동두천시 평화로2169번길 21 (송내동),경기도 동두천시 송내동 551번지,37.8808927551,127.0532262574
안양시,대규모점포,E-마트,,13954,경기도 안양시 동안구 관악대로 104 (비산동),경기도 안양시동안구 비산동 411번지 8호   ,37.3983043,126.9352903
오산시,대규모점포,오산종합시장,,18141,경기도 오산시 오산로198번길 30 (원동),경기도 오산시 원동 771번지 2호,37.1448625,127.0714743
용인시,대규모점포,(주)이마트 죽전점,,448-811,경기도 용인시 수지구 포은대로 552 (죽전동),경기도 용인시 수지구 죽전1동 1282번지,37.3253249176,127.1100038667
안산시,대규모점포,부일프라자,,425906,경기도 안산시 단원구 광덕4로 96 (고잔동),경기도 안산시 단원구 고잔동 681번지 2호,37.3151495,126.8231072
성남시,대규모점포,성남중앙지하시장,,13337,,경기도 성남시 수정구 신흥동 2467번지,37.4398018,127.1448179
김포시,대규모점포,(주)이마트에브리데이 통진점,,415865,경기도 김포시 통진읍 김포대로 2244,경기도 김포시 통진읍 마송리 117번지 2호,37.6905228362,126.5974292080
용인시,대규모점포,(주)이마트 수지점,,16845,경기도 용인시 수지구 수지로 203 (신봉동),경기도 용인시수지구 신봉동 909호,37.3197625692,127.0833291279
김포시,대규모점포,현대프리미엄아울렛 김포점,,415-816,경기도 김포시 고촌읍 아라육로152번길  100,경기도 김포시 고촌읍 전호리 654번지,37.5972979801,126.7852858447
시흥시,대규모점포,롯데쇼핑(주) 롯데마트 시흥배곧점,,15011,"경기도 시흥시 서울대학로278번길 67 (정왕동, 롯데마트(시흥배곧점))",경기도 시흥시 배곧동 202번지 롯데마트(시흥배곧점),37.3688907319,126.7313182505
광주시,대규모점포,DISCOUNT STORE 광주 역동점,,464807,경기도 광주시 경안로25번길 43 (역동),경기도 광주시 역동 50번지 36호 외 1필지,37.4059854376,127.2565108298
구리시,대규모점포,구리아울렛 The Box,,11930,경기도 구리시 경춘로 282 (수택동),경기도 구리시 수택동 562호,37.6028072,127.1460895
김포시,대규모점포,롯데쇼핑(주)롯데슈퍼 통진점,,415865,경기도 김포시 통진읍 김포대로 2232,경기도 김포시 통진읍 마송리 104번지 71호,37.6902060297,126.5984311406
용인시,대규모점포,쥬네브썬월드,,446528,경기도 용인시 기흥구 동백죽전대로 444 (중동),경기도 용인시 기흥구 중동 833번지,37.2779622,127.1516621
의정부시,대규모점포,이마트 의정부점,,11814,"경기도 의정부시 민락로 210 (민락동, 이마트)",경기도 의정부시 민락동 849번지,37.7431860471,127.1023622658
수원시,대규모점포,영동시장,,442010,경기도 수원시 팔달구 수원천로255번길 6 (영동),경기도 수원시팔달구 영동 8번지,37.2768907290,127.0187173017
부천시,대규모점포,홈플러스(주)익스프레스중동3점,,420-844,경기도 부천시 원미구 중동로 143 (중동),경기도 부천시 원미구 중동 771번지,37.4927267022,126.7665551300
수원시,대규모점포,(주)지에스리테일 GS수퍼 수원권선점,,16582,"경기도 수원시 권선구 권광로 55 (권선동, 권선자이이편한세상)",경기도 수원시 권선구 권선동 1330번지 권선자이이편한세상 상가 B105호~107호,37.2548365273,127.0261423317
시흥시,대규모점포,성담스퀘어,,429-450,경기도 시흥시 정왕대로 210 (정왕동),경기도 시흥시 정왕동 1734번지 1호,37.3459328804,126.7368812651
수원시,대규모점포,신미주상가,,16315,경기도 수원시 장안구 수성로275번길 133 (정자동),경기도 수원시장안구 정자동 29번지 1호   ,37.2951664760,126.9981116401
성남시,대규모점포,주식회사 에이치비,,13373,경기도 성남시 중원구 성남대로1130번길 26 (성남동),경기도 성남시중원구 성남동 4031호   ,37.4304727,127.1323721
안산시,대규모점포,동서코아,,425020,경기도 안산시 단원구 중앙대로 921 (고잔동),경기도 안산시단원구 고잔동 541번지 1호,37.3170646,126.8389416
김포시,대규모점포,수협바다마트 쇼핑몰,,10120,경기도 김포시 풍무로 20 (풍무동),경기도 김포시 풍무동 595호,37.5974941,126.7210506
오산시,대규모점포,홈플러스(주)오산점,,447-290,경기도 오산시 청학로 238 (수청동),경기도 오산시 수청동 610번지,37.1700616347,127.0617934023
성남시,대규모점포,미래타운 제2종합시장,,463050,경기도 성남시 분당구 불정로376번길 31 (서현동),경기도 성남시 분당구 서현동 311번지,37.3722872,127.1389103
성남시,대규모점포,테마폴리스지하2층점,,13497,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시분당구 야탑동 341호   ,37.4130257,127.1272138
과천시,대규모점포,새서울프라자,,13837,경기도 과천시 별양상가2로 20 (별양동),경기도 과천시 별양동 1번지 18호,37.4268251693,126.9925549060
고양시,대규모점포,대우로얄마트,,10422,"경기도 고양시 일산동구 중앙로 1129 (장항동, 호수마을1단지아파트)",경기도 고양시 일산동구 장항동 902번지,37.6488301,126.7792923
광명시,대규모점포,철산중앙시장,,14239,,경기도 광명시 철산동 440호,37.4747894,126.8703195
안산시,대규모점포,롯데쇼핑(주)롯데마트 와~스타디움점,,425866,경기도 안산시 단원구 화랑로 260 (초지동),경기도 안산시 단원구 초지동 666번지 1호,37.3198677,126.8153228
고양시,대규모점포,월마트코리아,,10238,경기도 고양시 일산서구 경의로 798 (덕이동),경기도 고양시일산서구 덕이동 203번지 1호   ,37.6879567,126.7599355
용인시,대규모점포,롯데쇼핑(주) 롯데마트 수지점,,16923,경기도 용인시 기흥구 진산로 116 (보정동),경기도 용인시기흥구 보정동 266번지 4호   ,37.3207069,127.0993871
오산시,대규모점포,모다아울렛 A동 오산점,,447-230,경기도 오산시 경기대로 822-30 (외삼미동),경기도 오산시 외삼미동 562번지 30호,37.1923387273,127.0459129699
광명시,대규모점포,뉴코아 아울렛 광명점,,14305,경기도 광명시 하안로287번길 8 (하안동),경기도 광명시 하안동 38호,37.4612156000,126.8798921472
안양시,대규모점포,롯데쇼핑(주) 롯데백화점 안양점,,430011,경기도 안양시 만안구 만안로 244-0 (안양동),경기도 안양시 만안구 안양1동 88번지 1호,37.4049440439,126.9200368126
부천시,대규모점포,신라쇼핑타운,,14598,,경기도 부천시 원미구상동 399호,37.4902137991,126.7510486508
수원시,대규모점포,NC수원 터미널점,,16585,경기도 수원시 권선구 경수대로 270 (권선동),경기도 수원시권선구 권선동 1189호,37.2504974396,127.0208246964
김포시,대규모점포,이마트 김포한강점,,415-080,경기도 김포시 김포한강7로 71 (구래동),경기도 김포시 구래동 6880번지 9호,37.6443463969,126.6282980439
성남시,대규모점포,롯데쇼핑(주)롯데슈퍼 야탑점,,463070,경기도 성남시 분당구 장미로 139 (야탑동),경기도 성남시 분당구 야탑동 215번지,37.4135703690,127.1355038461
부천시,대규모점포,리베르떼,,14637,경기도 부천시 원미구 부천로 11 (심곡동),경기도 부천시 원미구심곡동 175번지 6호   ,37.4855857173,126.7823247232
하남시,대규모점포,신안종합상가,,12955,,경기도 하남시 창우동 521호   ,37.5367051,127.2256159
과천시,대규모점포,(주)지에스리테일 과천3점,,427739,경기도 과천시 별양로 28 (원문동),경기도 과천시 원문동 4번지 래미안슈르 상가 지하 1층,37.4205780,126.9922516
수원시,대규모점포,동남종합상가,,16537,경기도 수원시 영통구 인계로 219 (매탄동),경기도 수원시영통구 매탄동 810번지 3호   ,37.2651222480,127.0423861043
수원시,대규모점포,동남2차 종합상가,,16488,경기도 수원시 팔달구 인계로 154 (인계동),경기도 수원시팔달구 인계동 1114번지 1호   ,37.2662986444,127.0343149778
화성시,대규모점포,롯데쇼핑(주)롯데슈퍼신향남점,,445926,경기도 화성시 향남읍 행정중앙1로 14,경기도 화성시 향남읍 행정리 462번지 5호,37.1258784228,126.9163319652
수원시,대규모점포,홈플러스(주)익스프레스 화서점,,442-150,경기도 수원시 팔달구 화양로35번길 6 (화서동),경기도 수원시 팔달구 화서동 212번지,37.2812332597,126.9965233753
부천시,대규모점포,동부시장,,14679,경기도 부천시 소사구 경인로536번길 23 (괴안동),경기도 부천시 소사구괴안동 167호,37.4847284453,126.8155758426
안양시,대규모점포,홈플러스(주)익스프레스 안양호계점,,431835,경기도 안양시 동안구 경수대로 428 (호계동),경기도 안양시 동안구 호계3동 873번지,37.3622442111,126.9624999400
수원시,대규모점포,홈플러스(주)익스프레스 매탄점,,443-370,경기도 수원시 영통구 효원로 363 (매탄동),경기도 수원시 영통구 매탄동 1352번지,37.2596128459,127.0419006795
성남시,대규모점포,NC백화점 야탑점,,13497,"경기도 성남시 분당구 야탑로81번길 11 (야탑동, NC백화점)",경기도 성남시 분당구 야탑동 산 357번지 1호,37.4109403922,127.1274822762
파주시,대규모점포,에브리데이 문산역점,,413904,경기도 파주시 문산읍 문향로 23,경기도 파주시 문산읍 문산1리 22번지 6호,37.8538807,126.7856170
구리시,대규모점포,롯데쇼핑(주) 롯데마트 구리점,,471010,경기도 구리시 동구릉로136번길 57 (인창동),경기도 구리시 인창동 430번지,37.6126971,127.1408759
성남시,대규모점포,신흥시장,,13346,경기도 성남시 수정구 수정로214번길 6 (신흥동),경기도 성남시수정구 신흥동 3436번지 10  호   ,37.4438851,127.1433452
고양시,대규모점포,고양 원마운트,,411802,경기도 고양시 일산서구 한류월드로 300 (대화동),경기도 고양시 일산서구 대화동 300번지,37.6643761,126.7544363
부천시,대규모점포,드림모아,,14542,경기도 부천시 원미구 상동로 108 (상동),경기도 부천시 원미구상동 535번지 4호   ,37.5067802392,126.7538475044
구리시,대규모점포,럭키종합상가,,11941,,경기도 구리시 수택동 707-1호,,
성남시,대규모점포,홈플러스(주) 분당오리점,,13636,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시 분당구 구미동 159호,37.3403224727,127.1068217377
수원시,대규모점포,홈플러스(주)익스프레스 수원매탄2점,,16531,경기도 수원시 영통구 중부대로 254 (매탄동),경기도 수원시 영통구 매탄동 153-23번지,37.2745193451,127.0435699811
용인시,대규모점포,죽전패션타운,,16869,경기도 용인시 수지구 용구대로 2729 (죽전동),경기도 용인시수지구 죽전동 1003번지 13호,37.3295112,127.1083234
구리시,대규모점포,동현종합상가,,11937,,경기도 구리시 교문동 766호,37.5930622,127.1352915
파주시,대규모점포,홈플러스(주)파주문산점,,413-902,경기도 파주시 문산읍 방촌로 1759,경기도 파주시 문산읍 당동리 산업단지내 지원시설용지 1-1,37.8697363281,126.7850270241
성남시,대규모점포,(주)지에스리테일 분당서현점,,463050,"경기도 성남시 분당구 돌마로 478 (서현동,지하1층)",경기도 성남시 분당구 서현동 298번지 3호 지하1층,37.3768977,127.1333751
안산시,대규모점포,한양프라자 반월점,,15540,"경기도 안산시 상록구 반석로 20, 롯데마트 (본오동)",경기도 안산시 상록구 본오동 880번지 롯데마트,37.2951170,126.8608461
성남시,대규모점포,관보종합시장,,463827,경기도 성남시 분당구 성남대로916번길 5 (야탑동),경기도 성남시분당구 야탑동 366번지 1호,37.4115543,127.1298206
안산시,대규모점포,스타프라자,,15296,,경기도 안산시상록구 성포동 583호,37.3224316075,126.8447365442
수원시,대규모점포,Issue Nine(이슈나인),,16360,경기도 수원시 장안구 서부로 2139 (율전동),경기도 수원시장안구 율전동 285번지 2호,37.2994501132,126.9716577894
동두천시,대규모점포,롯데쇼핑(주)롯데슈퍼동두천점,,483030,경기도 동두천시 평화로 2375 (생연동),경기도 동두천시 생연동 722번지,37.8996382,127.0567286
부천시,대규모점포,홈플러스(주)부천상동점,,14545,경기도 부천시 원미구 길주로 118 (상동),경기도 부천시 원미구상동 540번지 1호,37.5043271458,126.7550485645
안산시,대규모점포,중앙제일시장,,425809,경기도 안산시 단원구 광덕4로 230 (고잔동),경기도 안산시 단원구 고잔동 729번지 2호,37.3143692,126.8379660
안산시,대규모점포,트리플렉스 B단지,,425850,경기도 안산시 단원구 풍전로 37-24 (원곡동),경기도 안산시 단원구 원곡동 994번지 8호,37.3259772,126.7890754
성남시,대규모점포,롯데마트 판교점,,463400,경기도 성남시 분당구 대왕판교로606번길 58 (삼평동),경기도 성남시 분당구 삼평동 741번지,37.3954464194,127.1136515168
평택시,대규모점포,홈플러스 평택안중,,17816,경기도 평택시 안중읍 서동대로 1489,경기도 평택시 안중읍 현화리 산 274번지,36.9902412081,126.9162575207
군포시,대규모점포,뉴코아아울렛 산본점,,435045,경기도 군포시 번영로 504 (산본동),경기도 군포시 산본동 1231번지,37.3581051820,126.9331702202
수원시,대규모점포,해피니스,,16263,"경기도 수원시 팔달구 정조로 735 (중동,외 19필지)",경기도 수원시팔달구 중동 94번지 외 19필지,37.2736532067,127.0161323661
수원시,대규모점포,연무시장,,16220,경기도 수원시 장안구 연무로13번길 81-3 (연무동),경기도 수원시장안구 연무동 235번지 4호   ,37.2949628124,127.0252137967
시흥시,대규모점포,롯데쇼핑(주) 롯데마트 시흥점,,429874,경기도 시흥시 비둘기공원로 28 (대야동),경기도 시흥시 대야동 542번지,37.4430368253,126.7919559438
안산시,대규모점포,중앙상가,,425020,경기도 안산시 단원구 광덕4로 246 (고잔동),경기도 안산시 단원구 고잔동 729번지 6호,37.3142817218,126.8398275781
안양시,대규모점포,패션일번가,,14001,경기도 안양시 만안구 안양로 309 (안양동),경기도 안양시만안구 안양동 676번지 6호,37.3993580,126.9203704
용인시,대규모점포,롯데프리미엄아울렛 기흥점,,17087,경기도 용인시 기흥구 신고매로 124 (고매동),경기도 용인시 기흥구 고매동 280번지,37.2254498143,127.1209568881
용인시,대규모점포,롯데슈퍼 용인점,,449924,경기도 용인시 처인구 백옥대로 1066 (김량장동),경기도 용인시 처인구 김량장동 13번지,37.2306151558,127.2104842393
시흥시,대규모점포,롯데쇼핑(주) 롯데슈퍼 시흥정왕점,,15052,경기도 시흥시 군서로46번길 8-1 (정왕동),경기도 시흥시 정왕동 1205번지,37.3465018844,126.7478921710
이천시,대규모점포,(주)이랜드리테일NC이천점,,467-804,경기도 이천시 영창로 165 (창전동),경기도 이천시 창전동 152번지 5호,37.2819377843,127.4411144413
평택시,대규모점포,주)이마트평택점,,17840,경기도 평택시 영신로 29 (지제동),경기도 평택시 지제동 50호,37.0211066578,127.0755336861
성남시,대규모점포,킴스클럽성남점,,13497,경기도 성남시 분당구 야탑로81번길 11 (야탑동),경기도 성남시분당구 야탑동 357번지 1   호   ,37.4103317,127.1272432
부천시,대규모점포,부천농축수산물유통센타,,14694,경기도 부천시 경인옛로 40,경기도 부천시 소사구소사본동 133번지 14호   ,37.4805411395,126.7963072955
부천시,대규모점포,원미종합시장,,14571,경기도 부천시 원미구 부천로90번길 51 (원미동),경기도 부천시 원미구원미동 127번지 5호,37.4919613942,126.7873088937
고양시,대규모점포,홈플러스 익스프레스 고양성사점,,412806,경기도 고양시 덕양구 호국로 822 (성사동),경기도 고양시 덕양구 성사1동 501번지 2호 명지캐럿  101호,37.6585311826,126.8388461306
광명시,대규모점포,롯데몰 광명점,,423090,경기도 광명시 일직로 17 (일직동),경기도 광명시 일직동 500번지,37.4242749767,126.8827963758
용인시,대규모점포,롯데몰 용인점,,,경기도 용인시 수지구 심곡로 121 (성복동),경기도 용인시 수지구 성복동 23번지,37.3126818313,127.0833019523
동두천시,대규모점포,롯데쇼핑(주)롯데슈퍼지행점,,483020,경기도 동두천시 중앙로 130 (지행동),경기도 동두천시 지행동 693번지 1호,37.8930217360,127.0525615547
부천시,대규모점포,로얄쇼핑,,420-823,경기도 부천시 원미구 부천로 7 (심곡동),경기도 부천시 원미구 심곡2동 174번지 1호,37.4850706031,126.7821034308
구리시,대규모점포,익스프레스 구리동구점,,11918,경기도 구리시 동구릉로 120 (인창동),경기도 구리시 인창동 408-28번지,37.6097555,127.1369293
광명시,대규모점포,파보레 쇼핑몰,,423030,경기도 광명시 철산로 4 (철산동),경기도 광명시 철산동 261번지,37.4752632034,126.8671319861
부천시,대규모점포,(주)현대백화점 중동점,,14546,경기도 부천시 원미구 길주로 180 (중동),경기도 부천시 원미구중동 1164호,37.5043171668,126.7620745903
파주시,대규모점포,금촌타워상가,,10930,경기도 파주시 중앙로 308 (금촌동),경기도 파주시 금촌동 52-39호,37.7632810,126.7756230
고양시,대규모점포,그랜드백화점일산점,,10387,경기도 고양시 일산서구 중앙로 1436 (주엽동),경기도 고양시일산서구 주엽동 22호,37.6709039,126.7611019
하남시,대규모점포,홈플러스(주)하남점,,465030,,경기도 하남시 신장동 747번지,,
수원시,대규모점포,그린맨션상가,,16340,,경기도 수원시장안구 정자동 417호   ,37.3045963112,126.9962999515
광명시,대규모점포,크로앙스,,14220,경기도 광명시 오리로 970 (광명동),경기도 광명시 광명동 150번지 19호,37.4793760,126.8555688
수원시,대규모점포,남문백화점,,16262,경기도 수원시 팔달구 정조로770번길 7 (팔달로3가),경기도 수원시팔달구 팔달로3가 25번지 6호   ,37.2769932904,127.0173404985
부천시,대규모점포,(주)이마트중동점,,420-021,경기도 부천시 원미구 석천로 188 (중동),경기도 부천시 원미구 중1동 1157번지,37.5040675095,126.7639551478
고양시,대규모점포,홈플러스 익스프레스 후곡2점,,411827,경기도 고양시 일산서구 일산로 571 (일산동),경기도 고양시 일산서구 일산3동 1060번지 뉴시티프라자 1층,37.6787670,126.7644092
광명시,대규모점포,골든힐시장,,14306,경기도 광명시 범안로 1056 (하안동),경기도 광명시 하안동 53번지 1   호   ,37.4623483,126.8802091
화성시,대규모점포,하나로마트 봉담점,,445-893,경기도 화성시 봉담읍 동화길 81-16,경기도 화성시 봉담읍 동화리 597번지 1호,37.2175919370,126.9590871897
성남시,대규모점포,에이치비 스위티마트,,13373,경기도 성남시 중원구 성남대로1130번길 26 (성남동),경기도 성남시중원구 성남동 4031호,37.4304727,127.1323721
의왕시,대규모점포,롯데쇼핑(주) 롯데마트 의왕점,,16036,"경기도 의왕시 계원대학로 7 (내손동, 롯데마트)",경기도 의왕시 내손동 743호,37.3805799212,126.9728964085
수원시,대규모점포,뉴타운백화점,,16491,경기도 수원시 팔달구 권선로741번길 17 (인계동),경기도 수원시팔달구 인계동 1132번지 2   호,37.2586294179,127.0324450739
파주시,대규모점포,(주)지에스리테일 GS슈퍼 파주금능점,,10932,경기도 파주시 중앙로 190 (금능동),경기도 파주시 금릉동 216-8번지,37.7547891,126.7825369
수원시,대규모점포,구운종합상사,,16426,경기도 수원시 권선구 수성로 18 (구운동),경기도 수원시권선구 구운동 463호   ,37.2808468090,126.9760180370
하남시,대규모점포,(주)지에스리테일 하남덕풍점,,465807,경기도 하남시 신장로 179 (덕풍동),경기도 하남시 덕풍2동 358번지 1호,37.5410774557,127.1995078611
평택시,대규모점포,롯데쇼핑(주) 롯데마트 평택점,,450020,경기도 평택시 평택5로 30 (합정동),경기도 평택시 합정동 968번지 1호,36.9883462779,127.1117534348
수원시,대규모점포,롯데쇼핑(주) 롯데슈퍼 인계점,,442-828,경기도 수원시 팔달구 권광로 262 (인계동),경기도 수원시 팔달구 인계동 362번지,37.2706396939,127.0356755572
김포시,대규모점포,삼성홈플러스 김포점,,10102,경기도 김포시 중봉로 14 (감정동),경기도 김포시 감정동 692호   ,37.6238008,126.6986135
이천시,대규모점포,롯데쇼핑(주) 롯데슈퍼 이천점,,17328,"경기도 이천시 부발읍 경충대로 2269, 롯데프라자",경기도 이천시 부발읍 신하리 399번지 1호 롯데프라자,37.2610552034,127.4745350978
고양시,대규모점포,스타필드 고양,,10595,"370, 동산동동",경기도 고양시 덕양구 동산동 370번지,37.6469390048,126.8956109904
시흥시,대규모점포,시화유통상가사업협동조합,,15103,"경기도 시흥시 공단1대로 244, 지원상가동 308호 (정왕동)",경기도 시흥시 정왕동 1367-1번지 지원 상가동 308호,37.3347248053,126.7265416247
안양시,대규모점포,롯데쇼핑(주)롯데슈퍼 안양점,,430-013,경기도 안양시 만안구 안양로329번길 108 (안양동),경기도 안양시 만안구 안양3동 900번지 10호 101,37.4013274083,126.9131289596
의왕시,대규모점포,롯데쇼핑(주)롯데마트 의왕점,,16036,경기도 의왕시 계원대학로 7 (내손동),경기도 의왕시 내손동 743호   ,37.3801646,126.9736162
용인시,대규모점포,(주)이마트 보라점,,446-904,경기도 용인시 기흥구 한보라1로 92 (보라동),경기도 용인시 기흥구 보라동 623번지 1호,37.2475093564,127.1050944654
남양주시,대규모점포,이마트 별내점,,12113,"경기도 남양주시 순화궁로 167, 이마트 (별내동)",경기도 남양주시 별내동 989번지 이마트,37.6428458126,127.1259418895
용인시,대규모점포,(주)신세계백화점 죽전점,,16896,,경기도 용인시수지구 죽전동 1285번지 1289호   ,,
수원시,대규모점포,역전지하상가,,,,경기도 수원시팔달구 매산로1가 17호   ,37.2694057905,126.9984173810
